Social isolation,Ratio of female to male producers,Racial diversity of producers,Producer age skew,Firearm fatalities,Annual population change,Acres in conservation easements,Total animal and crop sales,Proportion of organic operations,Proportion of operations using precision agriculture,Crop diversity,Rental vacancy rate,Proportion uninsured,Price of a meal,Poor mental health days,Mobility disability,Limited access to healthy foods,Lacking social support,High school graduation rate,Heart disease prevalence,Frequent physical distress,"Food insecurity rate, overall",Diabetes prevelance,Weeks of extreme drought,Tree species diversity,Tree size diversity,Total ecosystem carbon per acre,Soil organic carbon,Rarefied richness of plants,Rarefied richness of animals,Proportion of invasive species,Land Use Diversity,Fuel expenses,Available water storage,Annual precipitation,Total indemnities,Sales from agritourism and recreation,Percent change in wages,Market channel ratio,Land and building value per acre,Gini Index,Expenses per operation,Change in agricultural establishments,Average weekly wages
1,0.2403000768698899,-0.24704975566557139,0.028892639380228236,0.35885295697281017,-0.5012568202106764,0.2899296650240396,-0.040096282972709486,0.29177173204381796,-0.15653434745410869,-0.18897319576083657,-0.0723711151934907,0.04202437582631522,-0.045235395164650624,0.5300475025773687,-0.03711972879445157,0.04308906821036393,0.18584714372654465,0.06659670203162334,0.014265834523288853,0.2272806151263818,0.40168828458648065,-0.15937470228749487,-0.28892783680505246,0.3548746941644323,0.1589092604011357,0.44670723299071824,0.5639508180510888,0.12661725171443478,0.30285702372528744,-0.3128214851434033,-0.43694195021746474,0.01578535811371608,0.5155225412459717,0.18031180760548152,-0.008210145998166453,-0.02512575415119242,-0.14974564890074804,-0.295750284694558,-0.5459201773847007,-0.1663074014719195,-0.2201421747500531,0.12939109041589555,-0.16941722008515087
0.2403000768698899,1,-0.0042464555478707745,-0.2825377682564544,0.22363824663795526,-0.1757072576249207,0.2973714174386584,-0.361491081478205,0.1526752965338666,-0.23319685990671224,-0.10556619096385855,0.0076651286140122015,-0.09278426417972632,0.18110978992446655,0.23826893170739621,0.017213290952385805,-0.2888484013046311,-0.5033784377784221,-0.05355588970205874,0.12025168875989296,0.013085784580142382,0.20961559218061296,-0.20594684341683414,-0.2798853601969108,0.19400132811644527,0.1644888005701669,0.29844384515094735,0.4947928071071675,0.19653683763715063,0.14655999368258116,-0.08264875986043997,-0.4057130703806843,-0.13764851787352556,0.24335058748723887,0.4032883919513225,-0.23445804873703824,0.0894176681456654,-0.11872592847737796,-0.349919112585921,-0.308799876633518,0.25990511052939774,-0.5478755940933725,0.24945750240613082,0.14659983245795372
-0.24704975566557139,-0.0042464555478707745,1,0.14245044179849853,-0.44591330877689905,0.3614106013906187,-0.4739236994893353,0.018502425076759508,-0.2077364621638883,0.008354577289716825,0.42602733353694455,-0.4361179059380456,-0.06511609390525194,-0.12628215860460976,-0.2395826183018837,-0.04195147043424643,0.0668167578837228,0.02560007361746213,-0.16039408618788176,-0.2883389400798079,-0.07721889115631549,-0.24018322912552428,0.33837827128673387,0.3519364479511908,-0.43614240542480764,-0.3006987795013734,-0.3645818101988614,-0.3007639427402262,0.0034151030628687996,-0.050936198076027006,0.3650071281809091,0.4279460560686956,-0.32016829443721256,-0.18186534220076786,0.026161180148406647,0.03665079744646791,0.3242486391301649,-0.1596037306001977,0.09828470583033558,0.32054012870943405,0.003998287361606743,0.10396597354618935,-0.16454313181805158,-0.27879074839631773
0.028892639380228236,-0.2825377682564544,0.14245044179849853,1,-0.08423529748458451,0.2751077665211567,-0.23707494505466173,0.08431336516885482,0.08623737206055407,-0.05659067949288532,0.3635908490150503,-0.03304363332212587,-0.02644812323325695,0.03085821984369497,0.08225554465355504,-0.0027371558820686597,0.3097366299544664,-0.04501841375214492,-0.05997386500957422,0.002641951068771251,0.052319856829967856,0.015505261673852699,-0.11720994471109035,0.19470050727411053,0.01929604092317373,-0.05052778839368935,-0.04061442384792237,-0.08992313692489225,0.2380141590095855,-0.061772807317131806,-0.1489955253745361,0.17164594283580747,0.34802160739230714,0.16247800535306986,-0.22335086564044396,0.11212781353016489,0.26216988298739735,0.0700040526415864,-0.11506005411951367,0.09323818055102669,-0.38622264929266026,0.10943505871872074,-0.06042041006843864,-0.3921042388134242
0.35885295697281017,0.22363824663795526,-0.44591330877689905,-0.08423529748458451,1,-0.09664775655934822,0.5327887772294085,0.05923348648278911,0.41921192310777267,-0.14087364467236782,-0.58427415140894845,0.47264446414295147,0.545941949581469,-0.08467986179562773,0.37335605603575367,0.07610043485512019,-0.3664276855422734,-0.1465775705923614,0.319396771604439,0.3141127546851497,0.009027975398786277,0.5140531930895328,-0.3938370158236916,-0.6850520467360848,0.4768417248785184,-0.17193513551528775,0.31179245215918616,0.5685623751517325,0.08375633491320812,0.204285004099432,-0.3151277940973553,-0.5004196000396653,0.25056008644392785,0.48559538135328745,0.44815115238679426,0.036122096978668715,0.08153857566078086,0.20945159187074364,-0.3112323151084975,-0.7835871818584498,-0.1942407892683519,-0.1859819999944729,0.22254317879775407,-0.2289064861404069
-0.5012568202106764,-0.1757072576249207,0.3614106013906187,0.2751077665211567,-0.09664775655934822,1,-0.1634040006998618,-0.1330104593714144,-0.015405919064404925,-0.00424531527921128,0.1825795022854109,0.0039013462710871865,0.15785322512674035,-0.22502106308344166,-0.23260089974497217,0.03819478159617184,-0.28619883483366315,-0.053676044230643365,0.07422449598396812,-8.685198995381996e-4,-0.06495972318116577,-0.10463213541214975,0.018218394982819217,0.10635116867327651,-0.3256045311270384,-0.18060466014621712,-0.33793965330060394,-0.3176743299315642,0.08603186992649625,-0.008255183027058076,0.01801931534819153,0.30681675085204557,-0.0017196228587915599,-0.2121473200188532,-0.07030756266260674,-0.06878933736515526,0.3198647026228775,-0.017818285637880463,0.07914549872919711,0.23155298542323147,-0.08773375528098308,0.01693339901447751,-0.1150264556135828,-0.18117153575561365
0.2899296650240396,0.2973714174386584,-0.4739236994893353,-0.23707494505466173,0.5327887772294085,-0.1634040006998618,1,0.09778585732241568,0.36916435170966705,0.02816318897879326,-0.4921219141903279,0.12364546210738749,-0.11827640774292637,0.20635640911651235,0.40696638985097494,-0.19337686851578742,-0.3557655879493668,-0.2610569797626267,0.03824200852204718,0.028199310923749752,-0.17607446397218798,0.2217362140155555,-0.5220690327746015,-0.49366245404602155,0.4304356991463697,0.23523367049823646,0.7090600033634554,0.6463389956773008,0.3844439614401586,0.4010509567764216,-0.2825537717558051,-0.6882671951294154,0.038870120726832574,0.5433763607062809,0.06319564757998715,-0.13171931509937607,-0.334814465681869,0.18276662353254314,-0.2587625794911334,-0.6296900296377503,0.03929668322161195,-0.19555337966148162,0.4795365767643101,0.1066137074541825
-0.040096282972709486,-0.361491081478205,0.018502425076759508,0.08431336516885482,0.05923348648278911,-0.1330104593714144,0.09778585732241568,1,0.09894770488280226,0.6155171805527578,-0.01129812355495789,-0.21600810697895104,-0.10791602194358267,-0.1175621351948534,0.06986625373233976,-0.2083858953866403,-0.04388029235386367,0.026022960927366813,0.13063590236821582,-0.26651971950757564,-0.07263362904641278,-0.041301145217192956,0.03441987765075837,0.06995069481082589,0.010996970250027192,-0.16130610578713708,-0.052381738705515594,-0.04470006546363404,0.15316903571204177,0.035191374332852875,-0.25403449484042034,0.29285727440207165,0.08430496453960855,-0.013089948546020778,-0.06778165666514298,0.3447601806936337,-0.0665160418811432,-0.07794901577932341,-0.13637148705476634,-0.13478972502691855,-0.26213331275050145,0.7909472413352948,0.06048437188858806,-0.05663392922883412
0.29177173204381796,0.1526752965338666,-0.2077364621638883,0.08623737206055407,0.41921192310777267,-0.015405919064404925,0.36916435170966705,0.09894770488280226,1,-0.05012974755044387,-0.5678995298667419,0.2665950601742066,0.12278397461737205,0.4454999174766061,0.13454999463484676,-0.25056354603959063,-0.3697058837739095,-0.4472177326172586,-0.27689967518315617,0.04756506976976481,-0.20750654095309146,0.2702541953247294,-0.6255655634102443,-0.5959055873642074,0.2334916731545744,-0.07163969665436161,0.29169528872512374,0.38336308542153685,0.15645425849957784,0.2281871093188529,-0.11591225933958718,-0.26422103020097665,0.07308944324114842,0.30667103764969417,0.10655132837234806,-0.07072204976046148,-0.22091003924187655,0.04931310433869034,-0.24505283639508982,-0.48257032023500057,-0.0816547865204775,-0.05367652953596267,-0.03842634339725836,-0.16284079234485024
-0.15653434745410869,-0.23319685990671224,0.008354577289716825,-0.05659067949288532,-0.14087364467236782,-0.00424531527921128,0.02816318897879326,0.6155171805527578,-0.05012974755044387,1,-0.11667219086207734,-0.256578807480142,-0.3512673441420404,0.004020255491894237,0.1105202546998452,0.0666577105106952,-0.10083969664708689,-0.14518215569166368,0.04748595375130808,-0.03552518125518281,0.0758811777624783,-0.15758211509674513,0.006463571847496299,0.05145834024272079,-0.09739988907661284,0.1327270203864401,-0.039201942011884476,-0.07834798764221022,-0.004680487388379946,0.015334132482681404,-0.3096750201673435,0.218008268505226,0.045505562000051625,-0.13477459624987081,0.13814053074653546,-0.05241631984346043,0.07728078026226523,-0.2536534776612113,-0.1521043496727132,-0.09474609652596418,-0.062214628112832106,0.3248076058483124,-0.05874394300642203,-0.03237192461980866
